set_id,part,dex_id,gender,slot_order,save_type,save_id,mapping_source,notes
as-0492-blade,waist,495,both,3,3,97,exact-cn,
as-0492-blade,legs,496,both,4,4,98,exact-cn,
as-0497-gunner,head,497,both,0,5,96,exact-cn,
as-0497-gunner,chest,498,both,1,1,99,exact-cn,
as-0497-gunner,arms,499,both,2,2,94,exact-cn,
as-0497-gunner,waist,500,both,3,3,98,exact-cn,
as-0497-gunner,legs,501,both,4,4,99,exact-cn,
as-0502-blade,head,502,both,0,5,97,exact-cn,
as-0502-blade,chest,503,both,1,1,100,exact-cn,
as-0502-blade,arms,504,both,2,2,95,exact-cn,
as-0502-blade,waist,505,both,3,3,99,exact-cn,
as-0502-blade,legs,506,both,4,4,100,exact-cn,
as-0507-gunner,head,507,both,0,5,98,exact-cn,
as-0507-gunner,chest,508,both,1,1,101,exact-cn,
as-0507-gunner,arms,509,both,2,2,96,exact-cn,
as-0507-gunner,waist,510,both,3,3,100,exact-cn,
as-0507-gunner,legs,511,both,4,4,,unmapped,
as-0512-blade,head,512,both,0,5,99,exact-cn,
as-0512-blade,chest,513,both,1,1,102,exact-cn,
as-0512-blade,arms,514,both,2,2,97,exact-cn,
as-0512-blade,waist,515,both,3,3,101,exact-cn,
as-0512-blade,legs,516,both,4,4,,unmapped,
as-0517-gunner,head,517,both,0,5,100,exact-cn,
as-0517-gunner,chest,518,both,1,1,103,exact-cn,
as-0517-gunner,arms,519,both,2,2,98,exact-cn,
as-0517-gunner,waist,520,both,3,3,102,exact-cn,
as-0517-gunner,legs,521,both,4,4,,unmapped,
as-0522-blade,head,522,both,0,5,109,exact-cn,
as-0522-blade,chest,523,both,1,1,113,exact-cn,
as-0522-blade,arms,524,both,2,2,108,exact-cn,
as-0522-blade,waist,525,both,3,3,112,exact-cn,
as-0522-blade,legs,526,both,4,4,112,exact-cn,
as-0527-gunner,head,527,both,0,5,110,exact-cn,
as-0527-gunner,chest,528,both,1,1,114,exact-cn,
as-0527-gunner,arms,529,both,2,2,109,exact-cn,
as-0527-gunner,waist,530,both,3,3,113,exact-cn,
as-0527-gunner,legs,531,both,4,4,113,exact-cn,
as-0532-blade,head,532,male,0,5,135,exact-cn,
as-0532-blade,head,542,female,1,5,137,exact-cn,
as-0532-blade,chest,533,male,2,1,139,exact-cn,
as-0532-blade,chest,543,female,3,1,,unmapped,
as-0532-blade,arms,534,male,4,2,134,exact-cn,
as-0532-blade,arms,544,female,5,2,136,exact-cn,
as-0532-blade,waist,535,male,6,3,138,exact-cn,
as-0532-blade,waist,545,female,7,3,140,exact-cn,
as-0532-blade,legs,536,male,8,4,138,exact-cn,
as-0532-blade,legs,546,female,9,4,140,exact-cn,
as-0537-gunner,head,537,male,0,5,136,exact-cn,
as-0537-gunner,head,547,female,1,5,138,exact-cn,
as-0537-gunner,chest,538,male,2,1,140,exact-cn,
as-0537-gunner,chest,548,female,3,1,142,exact-cn,
as-0537-gunner,arms,539,male,4,2,135,exact-cn,
as-0537-gunner,arms,549,female,5,2,137,exact-cn,
as-0537-gunner,waist,540,male,6,3,139,exact-cn,
as-0537-gunner,waist,550,female,7,3,141,exact-cn,
as-0537-gunner,legs,541,male,8,4,139,exact-cn,
as-0537-gunner,legs,551,female,9,4,141,exact-cn,
as-0552-blade,chest,552,both,0,1,145,exact-cn,
as-0552-blade,arms,553,both,1,2,140,exact-cn,
as-0552-blade,legs,554,both,2,4,144,exact-cn,
as-0555-gunner,chest,555,both,0,1,146,exact-cn,
as-0555-gunner,arms,556,both,1,2,141,exact-cn,
as-0555-gunner,legs,557,both,2,4,145,exact-cn,
as-0558-blade,head,558,both,0,5,111,exact-cn,
as-0558-blade,chest,559,both,1,1,115,exact-cn,
as-0558-blade,arms,560,both,2,2,110,exact-cn,
as-0558-blade,waist,561,both,3,3,114,exact-cn,
as-0558-blade,legs,562,both,4,4,114,exact-cn,
as-0563-gunner,head,563,both,0,5,112,exact-cn,
as-0563-gunner,chest,564,both,1,1,116,exact-cn,
as-0563-gunner,arms,565,both,2,2,111,exact-cn,
as-0563-gunner,waist,566,both,3,3,115,exact-cn,
as-0563-gunner,legs,567,both,4,4,115,exact-cn,
as-0568-blade,head,568,both,0,5,113,exact-cn,
as-0568-blade,chest,569,both,1,1,117,exact-cn,
as-0568-blade,arms,570,both,2,2,112,exact-cn,
as-0568-blade,waist,571,both,3,3,116,exact-cn,
as-0568-blade,legs,572,both,4,4,116,exact-cn,
as-0573-gunner,head,573,both,0,5,114,exact-cn,
as-0573-gunner,chest,574,both,1,1,118,exact-cn,
as-0573-gunner,arms,575,both,2,2,113,exact-cn,
as-0573-gunner,waist,576,both,3,3,117,exact-cn,
as-0573-gunner,legs,577,both,4,4,117,exact-cn,
as-0578-blade,head,578,both,0,5,115,exact-cn,
as-0578-blade,chest,579,both,1,1,119,exact-cn,
as-0578-blade,arms,580,both,2,2,114,exact-cn,
as-0578-blade,waist,581,both,3,3,118,exact-cn,
as-0578-blade,legs,582,both,4,4,118,exact-cn,
as-0583-gunner,head,583,both,0,5,116,exact-cn,
as-0583-gunner,chest,584,both,1,1,120,exact-cn,
as-0583-gunner,arms,585,both,2,2,115,exact-cn,
as-0583-gunner,waist,586,both,3,3,119,exact-cn,
as-0583-gunner,legs,587,both,4,4,119,exact-cn,
as-0588-blade,head,588,both,0,5,139,exact-cn,
as-0588-blade,chest,589,both,1,1,143,exact-cn,
as-0588-blade,arms,590,both,2,2,138,exact-cn,
as-0588-blade,waist,591,both,3,3,142,exact-cn,
as-0588-blade,legs,592,both,4,4,142,exact-cn,
as-0593-gunner,head,593,both,0,5,140,exact-cn,
as-0593-gunner,chest,594,both,1,1,144,exact-cn,
as-0593-gunner,arms,595,both,2,2,139,exact-cn,
as-0593-gunner,waist,596,both,3,3,143,exact-cn,
as-0593-gunner,legs,597,both,4,4,143,exact-cn,
as-0598-blade,head,598,male,0,5,117,exact-cn,
as-0598-blade,head,608,female,1,5,119,exact-cn,
as-0598-blade,chest,599,male,2,1,121,exact-cn,
as-0598-blade,chest,609,female,3,1,123,exact-cn,
as-0598-blade,arms,600,male,4,2,116,exact-cn,
as-0598-blade,arms,610,female,5,2,118,exact-cn,
as-0598-blade,waist,601,male,6,3,120,exact-cn,
as-0598-blade,waist,611,female,7,3,122,exact-cn,
as-0598-blade,legs,602,male,8,4,120,exact-cn,
as-0598-blade,legs,612,female,9,4,122,exact-cn,
as-0603-gunner,head,603,male,0,5,118,exact-cn,
as-0603-gunner,head,613,female,1,5,120,exact-cn,
as-0603-gunner,chest,604,male,2,1,122,exact-cn,
as-0603-gunner,chest,614,female,3,1,124,exact-cn,
as-0603-gunner,arms,605,male,4,2,117,exact-cn,
as-0603-gunner,arms,615,female,5,2,119,exact-cn,
as-0603-gunner,waist,606,male,6,3,121,exact-cn,
as-0603-gunner,waist,616,female,7,3,123,exact-cn,
as-0603-gunner,legs,607,male,8,4,121,exact-cn,
as-0603-gunner,legs,617,female,9,4,123,exact-cn,
as-0618-blade,head,618,both,0,5,129,exact-cn,
as-0618-blade,chest,619,both,1,1,133,exact-cn,
as-0618-blade,arms,620,both,2,2,128,exact-cn,
as-0618-blade,waist,621,both,3,3,132,exact-cn,
as-0618-blade,legs,622,both,4,4,132,exact-cn,
as-0623-gunner,head,623,both,0,5,130,exact-cn,
as-0623-gunner,chest,624,both,1,1,134,exact-cn,
as-0623-gunner,arms,625,both,2,2,129,exact-cn,
as-0623-gunner,waist,626,both,3,3,133,exact-cn,
as-0623-gunner,legs,627,both,4,4,133,exact-cn,
as-0628-blade,head,628,both,0,5,121,exact-cn,
as-0628-blade,chest,629,both,1,1,125,exact-cn,
as-0628-blade,arms,630,both,2,2,120,exact-cn,
as-0628-blade,waist,631,both,3,3,124,exact-cn,
as-0628-blade,legs,632,both,4,4,124,exact-cn,
as-0633-gunner,head,633,both,0,5,122,exact-cn,
as-0633-gunner,chest,634,both,1,1,126,exact-cn,
as-0633-gunner,arms,635,both,2,2,121,exact-cn,
as-0633-gunner,waist,636,both,3,3,125,exact-cn,
as-0633-gunner,legs,637,both,4,4,125,exact-cn,
as-0638-blade,head,638,both,0,5,123,exact-cn,
as-0638-blade,chest,639,both,1,1,127,exact-cn,
as-0638-blade,arms,640,both,2,2,122,exact-cn,
as-0638-blade,waist,641,both,3,3,,unmapped,
as-0638-blade,legs,642,both,4,4,126,exact-cn,
as-0643-gunner,head,643,both,0,5,,unmapped,
as-0643-gunner,chest,644,both,1,1,128,exact-cn,
as-0643-gunner,arms,645,both,2,2,123,exact-cn,
as-0643-gunner,waist,646,both,3,3,,unmapped,
as-0643-gunner,legs,647,both,4,4,127,exact-cn,
as-0648-blade,head,648,both,0,5,125,exact-cn,
as-0648-blade,chest,649,both,1,1,129,exact-cn,
as-0648-blade,arms,650,both,2,2,124,exact-cn,
as-0648-blade,waist,651,both,3,3,128,exact-cn,
as-0648-blade,legs,652,both,4,4,,unmapped,
as-0653-gunner,head,653,both,0,5,126,exact-cn,
as-0653-gunner,chest,654,both,1,1,130,exact-cn,
as-0653-gunner,arms,655,both,2,2,125,exact-cn,
as-0653-gunner,waist,656,both,3,3,129,exact-cn,
as-0653-gunner,legs,657,both,4,4,,unmapped,
as-0658-blade,head,658,both,0,5,127,exact-cn,
as-0658-blade,chest,659,both,1,1,131,exact-cn,
as-0658-blade,arms,660,both,2,2,126,exact-cn,
as-0658-blade,waist,661,both,3,3,130,exact-cn,
as-0658-blade,legs,662,both,4,4,,unmapped,
as-0663-gunner,head,663,both,0,5,128,exact-cn,
as-0663-gunner,chest,664,both,1,1,132,exact-cn,
as-0663-gunner,arms,665,both,2,2,127,exact-cn,
as-0663-gunner,waist,666,both,3,3,131,exact-cn,
as-0663-gunner,legs,667,both,4,4,,unmapped,
as-0668-blade,head,668,both,0,5,187,exact-cn,
as-0668-blade,chest,669,both,1,1,193,exact-cn,
as-0668-blade,arms,670,both,2,2,188,exact-cn,
as-0668-blade,legs,671,both,3,4,192,exact-cn,
as-0672-gunner,head,672,both,0,5,188,exact-cn,
as-0672-gunner,chest,673,both,1,1,194,exact-cn,
as-0672-gunner,arms,674,both,2,2,189,exact-cn,
as-0672-gunner,legs,675,both,3,4,193,exact-cn,
as-0676-blade,head,676,both,0,5,149,exact-cn,
as-0676-blade,chest,677,both,1,1,155,exact-cn,
as-0676-blade,arms,678,both,2,2,150,exact-cn,
as-0676-blade,waist,679,both,3,3,152,exact-cn,
as-0676-blade,legs,680,both,4,4,154,exact-cn,
as-0681-gunner,head,681,both,0,5,150,exact-cn,
as-0681-gunner,chest,682,both,1,1,156,exact-cn,
as-0681-gunner,arms,683,both,2,2,151,exact-cn,
as-0681-gunner,waist,684,both,3,3,153,exact-cn,
as-0681-gunner,legs,685,both,4,4,155,exact-cn,
as-0686-blade,head,686,both,0,5,151,exact-cn,
as-0686-blade,chest,687,both,1,1,157,exact-cn,
as-0686-blade,arms,688,both,2,2,152,exact-cn,
as-0686-blade,waist,689,both,3,3,154,exact-cn,
as-0686-blade,legs,690,both,4,4,156,exact-cn,
as-0691-gunner,head,691,both,0,5,152,exact-cn,
as-0691-gunner,chest,692,both,1,1,158,exact-cn,
as-0691-gunner,arms,693,both,2,2,153,exact-cn,
as-0691-gunner,waist,694,both,3,3,155,exact-cn,
as-0691-gunner,legs,695,both,4,4,157,exact-cn,
as-0696-blade,head,696,both,0,5,181,exact-cn,
as-0696-blade,chest,697,both,1,1,187,exact-cn,
as-0696-blade,arms,698,both,2,2,182,exact-cn,
as-0696-blade,waist,699,both,3,3,184,exact-cn,
as-0696-blade,legs,700,both,4,4,186,exact-cn,
as-0701-gunner,head,701,both,0,5,182,exact-cn,
as-0701-gunner,chest,702,both,1,1,188,exact-cn,
as-0701-gunner,arms,703,both,2,2,183,exact-cn,
as-0701-gunner,waist,704,both,3,3,185,exact-cn,
as-0701-gunner,legs,705,both,4,4,187,exact-cn,
as-0706-blade,head,706,both,0,5,185,exact-cn,
as-0706-blade,chest,707,both,1,1,191,exact-cn,
as-0706-blade,arms,708,both,2,2,186,exact-cn,
as-0706-blade,waist,709,both,3,3,,unmapped,
as-0706-blade,legs,710,both,4,4,190,exact-cn,
as-0711-gunner,head,711,both,0,5,186,exact-cn,
as-0711-gunner,chest,712,both,1,1,192,exact-cn,
as-0711-gunner,arms,713,both,2,2,187,exact-cn,
as-0711-gunner,waist,714,both,3,3,189,exact-cn,
as-0711-gunner,legs,715,both,4,4,191,exact-cn,
as-0716-blade,head,716,both,0,5,141,exact-cn,
as-0716-blade,chest,717,both,1,1,147,exact-cn,
as-0716-blade,arms,718,both,2,2,142,exact-cn,
as-0716-blade,waist,719,both,3,3,144,exact-cn,
as-0716-blade,legs,720,both,4,4,146,exact-cn,
as-0721-gunner,head,721,both,0,5,142,exact-cn,
as-0721-gunner,chest,722,both,1,1,148,exact-cn,
as-0721-gunner,arms,723,both,2,2,143,exact-cn,
as-0721-gunner,waist,724,both,3,3,145,exact-cn,
as-0721-gunner,legs,725,both,4,4,147,exact-cn,
as-0726-blade,head,726,both,0,5,143,exact-cn,
as-0726-blade,chest,727,both,1,1,149,exact-cn,
as-0726-blade,arms,728,both,2,2,144,exact-cn,
as-0726-blade,waist,729,both,3,3,146,exact-cn,
as-0726-blade,legs,730,both,4,4,148,exact-cn,
as-0731-gunner,head,731,both,0,5,144,exact-cn,
as-0731-gunner,chest,732,both,1,1,150,exact-cn,
as-0731-gunner,arms,733,both,2,2,145,exact-cn,
as-0731-gunner,waist,734,both,3,3,147,exact-cn,
as-0731-gunner,legs,735,both,4,4,149,exact-cn,
as-0736-blade,head,736,both,0,5,145,exact-cn,
as-0736-blade,chest,737,both,1,1,151,exact-cn,
as-0736-blade,arms,738,both,2,2,146,exact-cn,
as-0736-blade,waist,739,both,3,3,148,exact-cn,
as-0736-blade,legs,740,both,4,4,150,exact-cn,
as-0741-gunner,head,741,both,0,5,146,exact-cn,
as-0741-gunner,chest,742,both,1,1,152,exact-cn,
as-0741-gunner,arms,743,both,2,2,147,exact-cn,
as-0741-gunner,waist,744,both,3,3,149,exact-cn,
as-0741-gunner,legs,745,both,4,4,151,exact-cn,
as-0746-blade,head,746,both,0,5,147,exact-cn,
as-0746-blade,chest,747,both,1,1,153,exact-cn,
as-0746-blade,arms,748,both,2,2,148,exact-cn,
as-0746-blade,waist,749,both,3,3,150,exact-cn,
as-0746-blade,legs,750,both,4,4,152,exact-cn,
as-0751-gunner,head,751,both,0,5,148,exact-cn,
as-0751-gunner,chest,752,both,1,1,154,exact-cn,
as-0751-gunner,arms,753,both,2,2,149,exact-cn,
as-0751-gunner,waist,754,both,3,3,151,exact-cn,
as-0751-gunner,legs,755,both,4,4,153,exact-cn,
as-0756-blade,head,756,both,0,5,179,exact-cn,
as-0756-blade,chest,757,both,1,1,185,exact-cn,
as-0756-blade,arms,758,both,2,2,180,exact-cn,
as-0756-blade,waist,759,both,3,3,182,exact-cn,
as-0756-blade,legs,760,both,4,4,184,exact-cn,
as-0761-gunner,head,761,both,0,5,180,exact-cn,
as-0761-gunner,chest,762,both,1,1,186,exact-cn,
as-0761-gunner,arms,763,both,2,2,181,exact-cn,
as-0761-gunner,waist,764,both,3,3,183,exact-cn,
as-0761-gunner,legs,765,both,4,4,185,exact-cn,
as-0766-blade,head,766,both,0,5,189,exact-cn,
as-0766-blade,chest,767,both,1,1,195,exact-cn,
as-0766-blade,arms,768,both,2,2,190,exact-cn,
as-0766-blade,waist,769,both,3,3,192,exact-cn,
as-0766-blade,legs,770,both,4,4,194,exact-cn,
as-0771-gunner,head,771,both,0,5,190,exact-cn,
as-0771-gunner,chest,772,both,1,1,196,exact-cn,
as-0771-gunner,arms,773,both,2,2,191,exact-cn,
as-0771-gunner,waist,774,both,3,3,193,exact-cn,
as-0771-gunner,legs,775,both,4,4,195,exact-cn,
as-0776-blade,head,776,both,0,5,183,exact-cn,
as-0776-blade,chest,777,both,1,1,189,exact-cn,
as-0776-blade,arms,778,both,2,2,184,exact-cn,
as-0776-blade,waist,779,both,3,3,186,exact-cn,
as-0776-blade,legs,780,both,4,4,188,exact-cn,
as-0781-gunner,head,781,both,0,5,184,exact-cn,
as-0781-gunner,chest,782,both,1,1,190,exact-cn,
as-0781-gunner,arms,783,both,2,2,185,exact-cn,
as-0781-gunner,waist,784,both,3,3,187,exact-cn,
as-0781-gunner,legs,785,both,4,4,189,exact-cn,
as-0786-blade,head,786,both,0,5,193,exact-cn,
as-0786-blade,chest,787,both,1,1,199,exact-cn,
as-0786-blade,arms,788,both,2,2,194,exact-cn,
as-0786-blade,waist,789,both,3,3,196,exact-cn,
as-0786-blade,legs,790,both,4,4,198,exact-cn,
as-0791-gunner,head,791,both,0,5,194,exact-cn,
as-0791-gunner,chest,792,both,1,1,200,exact-cn,
as-0791-gunner,arms,793,both,2,2,195,exact-cn,
as-0791-gunner,waist,794,both,3,3,197,exact-cn,
as-0791-gunner,legs,795,both,4,4,199,exact-cn,
as-0796-blade,head,796,both,0,5,131,exact-cn,
as-0796-blade,chest,797,both,1,1,135,exact-cn,
as-0796-blade,arms,798,both,2,2,130,exact-cn,
as-0796-blade,waist,799,both,3,3,134,exact-cn,
as-0796-blade,legs,800,both,4,4,134,exact-cn,
as-0801-gunner,head,801,both,0,5,132,exact-cn,
as-0801-gunner,chest,802,both,1,1,136,exact-cn,
as-0801-gunner,arms,803,both,2,2,131,exact-cn,
as-0801-gunner,waist,804,both,3,3,135,exact-cn,
as-0801-gunner,legs,805,both,4,4,135,exact-cn,
as-0806-blade,head,806,both,0,5,153,exact-cn,
as-0806-blade,chest,807,both,1,1,159,exact-cn,
as-0806-blade,arms,808,both,2,2,154,exact-cn,
as-0806-blade,waist,809,both,3,3,156,exact-cn,
as-0806-blade,legs,810,both,4,4,158,exact-cn,
as-0811-gunner,head,811,both,0,5,154,exact-cn,
as-0811-gunner,chest,812,both,1,1,160,exact-cn,
as-0811-gunner,arms,813,both,2,2,155,exact-cn,
as-0811-gunner,waist,814,both,3,3,157,exact-cn,
as-0811-gunner,legs,815,both,4,4,159,exact-cn,
as-0816-blade,head,816,both,0,5,155,exact-cn,
as-0816-blade,chest,817,both,1,1,161,exact-cn,
as-0816-blade,arms,818,both,2,2,156,exact-cn,
as-0816-blade,waist,819,both,3,3,158,exact-cn,
as-0816-blade,legs,820,both,4,4,160,exact-cn,
as-0821-gunner,head,821,both,0,5,156,exact-cn,
as-0821-gunner,chest,822,both,1,1,162,exact-cn,
as-0821-gunner,arms,823,both,2,2,157,exact-cn,
as-0821-gunner,waist,824,both,3,3,159,exact-cn,
as-0821-gunner,legs,825,both,4,4,161,exact-cn,
as-0826-blade,head,826,both,0,5,161,exact-cn,
as-0826-blade,chest,827,both,1,1,167,exact-cn,
as-0826-blade,arms,828,both,2,2,162,exact-cn,
as-0826-blade,waist,829,both,3,3,164,exact-cn,
as-0826-blade,legs,830,both,4,4,166,exact-cn,
as-0831-gunner,head,831,both,0,5,162,exact-cn,
as-0831-gunner,chest,832,both,1,1,168,exact-cn,
as-0831-gunner,arms,833,both,2,2,163,exact-cn,
as-0831-gunner,waist,834,both,3,3,,unmapped,
as-0831-gunner,legs,835,both,4,4,167,exact-cn,
as-0836-blade,head,836,both,0,5,163,exact-cn,
as-0836-blade,chest,837,both,1,1,169,exact-cn,
as-0836-blade,arms,838,both,2,2,164,exact-cn,
as-0836-blade,waist,839,both,3,3,166,exact-cn,
as-0836-blade,legs,840,both,4,4,168,exact-cn,
as-0841-gunner,head,841,both,0,5,164,exact-cn,
as-0841-gunner,chest,842,both,1,1,170,exact-cn,
as-0841-gunner,arms,843,both,2,2,165,exact-cn,
as-0841-gunner,waist,844,both,3,3,,unmapped,
as-0841-gunner,legs,845,both,4,4,169,exact-cn,
as-0846-blade,head,846,both,0,5,157,exact-cn,
as-0846-blade,chest,847,both,1,1,163,exact-cn,
as-0846-blade,arms,848,both,2,2,158,exact-cn,
as-0846-blade,waist,849,both,3,3,160,exact-cn,
as-0846-blade,legs,850,both,4,4,162,exact-cn,
as-0851-gunner,head,851,both,0,5,158,exact-cn,
as-0851-gunner,chest,852,both,1,1,164,exact-cn,
as-0851-gunner,arms,853,both,2,2,159,exact-cn,
as-0851-gunner,waist,854,both,3,3,161,exact-cn,
as-0851-gunner,legs,855,both,4,4,163,exact-cn,
as-0856-blade,head,856,both,0,5,159,exact-cn,
as-0856-blade,chest,857,both,1,1,165,exact-cn,
as-0856-blade,arms,858,both,2,2,160,exact-cn,
as-0856-blade,waist,859,both,3,3,162,exact-cn,
as-0856-blade,legs,860,both,4,4,164,exact-cn,
as-0861-gunner,head,861,both,0,5,160,exact-cn,
as-0861-gunner,chest,862,both,1,1,166,exact-cn,
as-0861-gunner,arms,863,both,2,2,161,exact-cn,
as-0861-gunner,waist,864,both,3,3,163,exact-cn,
as-0861-gunner,legs,865,both,4,4,165,exact-cn,
as-0866-blade,head,866,both,0,5,167,exact-cn,
as-0866-blade,chest,867,both,1,1,173,exact-cn,
as-0866-blade,arms,868,both,2,2,168,exact-cn,
as-0866-blade,waist,869,both,3,3,170,exact-cn,
as-0866-blade,legs,870,both,4,4,172,exact-cn,
as-0871-gunner,head,871,both,0,5,168,exact-cn,
as-0871-gunner,chest,872,both,1,1,174,exact-cn,
as-0871-gunner,arms,873,both,2,2,169,exact-cn,
as-0871-gunner,waist,874,both,3,3,171,exact-cn,
as-0871-gunner,legs,875,both,4,4,173,exact-cn,
as-0876-blade,head,876,male,0,5,173,exact-cn,
as-0876-blade,head,886,female,1,5,175,exact-cn,
as-0876-blade,chest,877,male,2,1,179,exact-cn,
as-0876-blade,chest,887,female,3,1,181,exact-cn,
as-0876-blade,arms,878,male,4,2,174,exact-cn,
as-0876-blade,arms,888,female,5,2,176,exact-cn,
as-0876-blade,waist,879,male,6,3,176,exact-cn,
as-0876-blade,waist,889,female,7,3,178,exact-cn,
as-0876-blade,legs,880,male,8,4,178,exact-cn,
as-0876-blade,legs,890,female,9,4,180,exact-cn,
as-0881-gunner,head,881,male,0,5,174,exact-cn,
as-0881-gunner,head,891,female,1,5,176,exact-cn,
as-0881-gunner,chest,882,male,2,1,180,exact-cn,
as-0881-gunner,chest,892,female,3,1,182,exact-cn,
as-0881-gunner,arms,883,male,4,2,175,exact-cn,
as-0881-gunner,arms,893,female,5,2,177,exact-cn,
as-0881-gunner,waist,884,male,6,3,177,exact-cn,
as-0881-gunner,waist,894,female,7,3,179,exact-cn,
as-0881-gunner,legs,885,male,8,4,179,exact-cn,
as-0881-gunner,legs,895,female,9,4,181,exact-cn,
as-0896-blade,head,896,both,0,5,165,exact-cn,
as-0896-blade,chest,897,both,1,1,171,exact-cn,
as-0896-blade,arms,898,both,2,2,166,exact-cn,
as-0896-blade,waist,899,both,3,3,168,exact-cn,
as-0896-blade,legs,900,both,4,4,170,exact-cn,
as-0901-gunner,head,901,both,0,5,166,exact-cn,
as-0901-gunner,chest,902,both,1,1,172,exact-cn,
as-0901-gunner,arms,903,both,2,2,167,exact-cn,
as-0901-gunner,waist,904,both,3,3,169,exact-cn,
as-0901-gunner,legs,905,both,4,4,171,exact-cn,
as-0906-blade,head,906,both,0,5,177,exact-cn,
as-0906-blade,chest,907,both,1,1,183,exact-cn,
as-0906-blade,arms,908,both,2,2,178,exact-cn,
as-0906-blade,waist,909,both,3,3,180,exact-cn,
as-0906-blade,legs,910,both,4,4,182,exact-cn,
as-0911-gunner,head,911,both,0,5,178,exact-cn,
as-0911-gunner,chest,912,both,1,1,184,exact-cn,
as-0911-gunner,arms,913,both,2,2,179,exact-cn,
as-0911-gunner,waist,914,both,3,3,181,exact-cn,
as-0911-gunner,legs,915,both,4,4,183,exact-cn,
as-0916-blade,head,916,both,0,5,364,exact-cn,
as-0916-blade,chest,917,both,1,1,364,exact-cn,
as-0916-blade,arms,918,both,2,2,355,exact-cn,
as-0916-blade,waist,919,both,3,3,359,exact-cn,
as-0916-blade,legs,920,both,4,4,363,exact-cn,
as-0921-gunner,head,921,both,0,5,,unmapped,
as-0921-gunner,chest,922,both,1,1,365,exact-cn,
as-0921-gunner,arms,923,both,2,2,356,exact-cn,
as-0921-gunner,waist,924,both,3,3,360,exact-cn,
as-0921-gunner,legs,925,both,4,4,364,exact-cn,
as-0926-blade,chest,926,both,0,1,370,exact-cn,
as-0927-gunner,chest,927,both,0,1,371,exact-cn,
as-0928-blade,chest,928,both,0,1,372,exact-cn,
as-0929-gunner,chest,929,both,0,1,373,exact-cn,
as-0930-blade,chest,930,both,0,1,380,exact-cn,
as-0931-gunner,chest,931,both,0,1,381,exact-cn,
as-0932-blade,legs,932,both,0,4,369,exact-cn,
as-0933-gunner,legs,933,both,0,4,370,exact-cn,
as-0934-blade,chest,934,both,0,1,368,exact-cn,
as-0934-blade,waist,935,both,1,3,363,exact-cn,
as-0934-blade,legs,936,both,2,4,367,exact-cn,
as-0937-gunner,chest,937,both,0,1,369,exact-cn,
as-0937-gunner,waist,938,both,1,3,364,exact-cn,
as-0937-gunner,legs,939,both,2,4,368,exact-cn,
as-0940-blade,head,940,both,0,5,351,exact-cn,
as-0941-gunner,head,941,both,0,5,378,exact-cn,
as-0942-blade,head,942,both,0,5,209,exact-cn,
as-0942-blade,chest,943,both,1,1,213,exact-cn,
as-0942-blade,arms,944,both,2,2,208,exact-cn,
as-0942-blade,waist,945,both,3,3,212,exact-cn,
as-0942-blade,legs,946,both,4,4,214,exact-cn,
as-0947-gunner,head,947,both,0,5,210,exact-cn,
as-0947-gunner,chest,948,both,1,1,214,exact-cn,
as-0947-gunner,arms,949,both,2,2,209,exact-cn,
as-0947-gunner,waist,950,both,3,3,213,exact-cn,
as-0947-gunner,legs,951,both,4,4,215,exact-cn,
as-0952-blade,head,952,both,0,5,,unmapped,
as-0952-blade,chest,953,both,1,1,215,exact-cn,
as-0952-blade,arms,954,both,2,2,210,exact-cn,
as-0952-blade,waist,955,both,3,3,214,exact-cn,
as-0952-blade,legs,956,both,4,4,216,exact-cn,
as-0957-gunner,head,957,both,0,5,,unmapped,
as-0957-gunner,chest,958,both,1,1,216,exact-cn,
as-0957-gunner,arms,959,both,2,2,211,exact-cn,
as-0957-gunner,waist,960,both,3,3,215,exact-cn,
as-0957-gunner,legs,961,both,4,4,217,exact-cn,
as-0962-blade,head,962,both,0,5,213,exact-cn,
as-0962-blade,chest,963,both,1,1,217,exact-cn,
as-0964-gunner,head,964,both,0,5,214,exact-cn,
as-0964-gunner,chest,965,both,1,1,218,exact-cn,
as-0966-both,head,966,both,0,5,352,exact-cn,
as-0966-both,chest,967,both,1,1,355,exact-cn,
as-0966-both,arms,968,both,2,2,346,exact-cn,
as-0966-both,waist,969,both,3,3,350,exact-cn,
as-0966-both,legs,970,both,4,4,354,exact-cn,
as-1650-both,head,1650,both,0,5,,unmapped,
as-1651-both,head,1651,both,0,5,377,exact-cn,
as-0971-blade,head,971,both,0,5,333,exact-cn,
as-0971-blade,chest,972,both,1,1,339,exact-cn,
as-0971-blade,arms,973,both,2,2,330,exact-cn,
as-0971-blade,waist,974,both,3,3,336,exact-cn,
as-0971-blade,legs,975,both,4,4,338,exact-cn,
as-0976-gunner,head,976,both,0,5,334,exact-cn,
as-0976-gunner,chest,977,both,1,1,340,exact-cn,
as-0976-gunner,arms,978,both,2,2,331,exact-cn,
as-0976-gunner,waist,979,both,3,3,337,exact-cn,
as-0976-gunner,legs,980,both,4,4,339,exact-cn,
as-0981-blade,head,981,both,0,5,215,exact-cn,
as-0981-blade,chest,982,both,1,1,219,exact-cn,
as-0981-blade,arms,983,both,2,2,212,exact-cn,
as-0981-blade,waist,984,both,3,3,216,exact-cn,
as-0981-blade,legs,985,both,4,4,218,exact-cn,
as-0986-gunner,head,986,both,0,5,216,exact-cn,
as-0986-gunner,chest,987,both,1,1,220,exact-cn,
