dex_id,save_type,save_id,male_model_id,female_model_id,mapping_status,mapping_source
358,4,83,7,7,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
359,5,79,8,8,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
360,1,82,8,8,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
361,2,79,8,8,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
362,3,83,8,8,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
363,4,84,8,8,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
364,5,80,9,9,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
365,1,83,9,9,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
366,2,80,9,9,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
367,3,84,9,9,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
368,4,85,9,9,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
369,5,75,22,22,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
370,3,77,22,22,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
371,4,78,22,22,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
372,5,,22,22,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
373,3,78,22,22,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
374,4,79,22,22,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
375,5,81,10,10,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
376,1,84,10,10,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
377,2,81,10,10,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
378,3,85,10,10,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
379,4,86,10,10,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
380,5,82,11,11,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
381,1,85,11,11,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
382,2,82,11,11,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
383,3,86,11,11,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
384,4,87,11,11,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
385,5,83,16,16,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
386,1,86,16,16,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
387,2,83,16,16,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
388,3,87,16,16,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
389,4,88,16,16,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
390,5,84,17,17,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
391,1,87,17,17,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
392,2,84,17,17,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
393,3,88,17,17,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
394,4,89,17,17,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
395,5,87,27,27,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
396,1,90,27,27,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
397,2,87,27,27,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
398,3,91,27,27,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
399,4,92,27,27,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
400,5,88,28,28,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
401,1,91,28,28,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
402,2,,28,28,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
403,3,92,28,28,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
404,4,93,28,28,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
405,5,89,23,23,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
406,1,92,23,23,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
407,2,89,23,23,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
408,3,93,23,23,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
409,4,94,23,23,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
410,5,90,24,24,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
411,1,93,24,24,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
412,2,90,24,24,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
413,3,94,24,24,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
414,4,95,24,24,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
415,5,91,81,81,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
416,1,94,81,81,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
417,5,92,81,81,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
418,1,95,81,81,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
419,5,191,0,134,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
420,1,197,0,134,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
421,2,192,0,134,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
422,3,194,0,134,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
423,4,196,0,134,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
424,5,192,0,134,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
425,1,198,0,134,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
426,2,193,0,134,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
427,3,195,0,134,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
428,4,197,0,134,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
429,5,85,3,3,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
430,1,88,3,3,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
431,2,85,3,3,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
432,3,89,3,3,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
433,4,90,3,3,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
434,5,86,4,4,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
435,1,89,4,4,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
436,2,86,4,4,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
437,3,90,4,4,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
438,4,91,4,4,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
439,5,105,76,76,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
440,1,109,76,76,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
441,2,104,76,76,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
442,3,108,76,76,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
443,4,108,76,76,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
444,5,106,76,76,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
445,1,110,76,76,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
446,2,105,76,76,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
447,3,109,76,76,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
448,4,109,76,76,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
449,5,103,171,171,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
450,1,107,171,171,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
451,2,102,171,171,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
452,3,106,171,171,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
453,4,106,171,171,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
454,5,104,172,172,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
455,1,108,172,172,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
456,2,103,172,172,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
457,3,107,172,172,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
458,4,107,172,172,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
459,5,101,5,5,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
460,1,105,5,5,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
461,2,100,5,5,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
462,3,104,5,5,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
463,4,104,5,5,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
464,5,102,6,6,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
465,1,106,6,6,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
466,2,101,6,6,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
467,3,105,6,6,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
468,4,105,6,6,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
469,5,107,78,78,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
470,1,111,78,78,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
471,2,106,78,78,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
472,3,110,78,78,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
473,4,110,78,78,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
474,5,108,78,78,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
475,1,112,78,78,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
476,2,107,78,78,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
477,3,111,78,78,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
478,4,111,78,78,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
479,5,347,66,66,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
480,5,349,79,79,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
481,5,350,80,80,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
482,5,93,25,25,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
483,1,96,25,25,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
484,2,91,25,25,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
485,3,95,25,25,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
486,4,96,25,25,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
487,5,94,26,26,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
488,1,97,26,26,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
489,2,92,26,26,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
490,3,96,26,26,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
491,4,97,26,26,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
492,5,95,177,177,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
493,1,98,177,177,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
494,2,93,177,177,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
495,3,97,177,177,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
496,4,98,177,177,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
497,5,96,178,178,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
498,1,99,178,178,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
499,2,94,178,178,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
500,3,98,178,178,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
501,4,99,178,178,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
502,5,97,14,14,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
503,1,100,14,14,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
504,2,95,14,14,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
505,3,99,14,14,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
506,4,100,14,14,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
507,5,98,15,15,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
508,1,101,15,15,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
509,2,96,15,15,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
510,3,100,15,15,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
511,4,,15,15,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
512,5,99,189,189,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
513,1,102,189,189,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
514,2,97,189,189,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
515,3,101,189,189,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
516,4,,189,189,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
517,5,100,190,190,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
518,1,103,190,190,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
519,2,98,190,190,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
520,3,102,190,190,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
521,4,,190,190,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
522,5,109,77,77,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
523,1,113,77,77,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
524,2,108,77,77,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
525,3,112,77,77,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
526,4,112,77,77,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
527,5,110,77,77,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
528,1,114,77,77,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
529,2,109,77,77,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
530,3,113,77,77,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
531,4,113,77,77,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
532,5,135,130,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
533,1,139,130,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
534,2,134,130,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
535,3,138,130,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
536,4,138,130,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
537,5,136,130,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
538,1,140,130,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
539,2,135,130,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
540,3,139,130,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
541,4,139,130,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
542,5,137,0,130,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
543,1,,0,130,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
544,2,136,0,130,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
545,3,140,0,130,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
546,4,140,0,130,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
547,5,138,0,130,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
548,1,142,0,130,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
549,2,137,0,130,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
550,3,141,0,130,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
551,4,141,0,130,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
552,1,145,128,128,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
553,2,140,128,128,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
554,4,144,128,128,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
555,1,146,128,128,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
556,2,141,128,128,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
557,4,145,128,128,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
558,5,111,31,31,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
559,1,115,31,31,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
560,2,110,31,31,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
561,3,114,31,31,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
562,4,114,31,31,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
563,5,112,32,32,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
564,1,116,32,32,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
565,2,111,32,32,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
566,3,115,32,32,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
567,4,115,32,32,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
568,5,113,185,185,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
569,1,117,185,185,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
570,2,112,185,185,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
571,3,116,185,185,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
572,4,116,185,185,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
573,5,114,186,186,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
574,1,118,186,186,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
575,2,113,186,186,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
576,3,117,186,186,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
577,4,117,186,186,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
578,5,115,29,29,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
579,1,119,29,29,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
580,2,114,29,29,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
581,3,118,29,29,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
582,4,118,29,29,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
583,5,116,30,30,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
584,1,120,30,30,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
585,2,115,30,30,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
586,3,119,30,30,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
587,4,119,30,30,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
588,5,139,129,129,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
589,1,143,129,129,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
590,2,138,129,129,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
591,3,142,129,129,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
592,4,142,129,129,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
593,5,140,129,129,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
594,1,144,129,129,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
595,2,139,129,129,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
596,3,143,129,129,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
597,4,143,129,129,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
598,5,117,59,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
599,1,121,59,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
600,2,116,59,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
601,3,120,59,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
602,4,120,59,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
603,5,118,59,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
604,1,122,59,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
605,2,117,59,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
606,3,121,59,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
607,4,121,59,0,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
608,5,119,0,59,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
609,1,123,0,59,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
610,2,118,0,59,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
611,3,122,0,59,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
612,4,122,0,59,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
613,5,120,0,59,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
614,1,124,0,59,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
615,2,119,0,59,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
616,3,123,0,59,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
617,4,123,0,59,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
618,5,129,18,18,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
619,1,133,18,18,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
620,2,128,18,18,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
621,3,132,18,18,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
622,4,132,18,18,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
623,5,130,19,19,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
624,1,134,19,19,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
625,2,129,19,19,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
626,3,133,19,19,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
627,4,133,19,19,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
628,5,121,35,35,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
629,1,125,35,35,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
630,2,120,35,35,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
631,3,124,35,35,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
632,4,124,35,35,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
633,5,122,36,36,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
634,1,126,36,36,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
635,2,121,36,36,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
636,3,125,36,36,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
637,4,125,36,36,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
638,5,123,175,175,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
639,1,127,175,175,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
640,2,122,175,175,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
641,3,,175,175,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
642,4,126,175,175,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
643,5,,176,176,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
644,1,128,176,176,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
645,2,123,176,176,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
646,3,,176,176,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
647,4,127,176,176,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
648,5,125,33,33,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
649,1,129,33,33,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
650,2,124,33,33,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
651,3,128,33,33,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
652,4,,33,33,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
653,5,126,34,34,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
654,1,130,34,34,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
655,2,125,34,34,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
656,3,129,34,34,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
657,4,,34,34,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
658,5,127,179,179,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
659,1,131,179,179,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
660,2,126,179,179,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
661,3,130,179,179,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
662,4,,179,179,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
663,5,128,180,180,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
664,1,132,180,180,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
665,2,127,180,180,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
666,3,131,180,180,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
667,4,,180,180,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
668,5,187,68,68,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
669,1,193,68,68,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
670,2,188,68,68,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
671,4,192,68,68,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
672,5,188,69,69,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
673,1,194,69,69,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
674,2,189,69,69,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
675,4,193,69,69,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
676,5,149,45,45,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
677,1,155,45,45,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
678,2,150,45,45,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
679,3,152,45,45,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
680,4,154,45,45,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
681,5,150,46,46,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
682,1,156,46,46,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
683,2,151,46,46,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
684,3,153,46,46,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
685,4,155,46,46,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
686,5,151,181,181,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
687,1,157,181,181,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
688,2,152,181,181,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
689,3,154,181,181,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
690,4,156,181,181,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
691,5,152,182,182,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
692,1,158,182,182,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
693,2,153,182,182,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
694,3,155,182,182,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
695,4,157,182,182,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
696,5,181,72,72,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
697,1,187,72,72,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
698,2,182,72,72,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
699,3,184,72,72,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
700,4,186,72,72,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
701,5,182,73,73,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
702,1,188,73,73,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
703,2,183,73,73,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
704,3,185,73,73,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
705,4,187,73,73,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
706,5,185,82,82,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
707,1,191,82,82,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
708,2,186,82,82,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
709,3,,82,82,exact_shared_appearance,dex-image-key-to-confirmed-exefs-model
710,4,190,82,82,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
711,5,186,83,83,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
712,1,192,83,83,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
713,2,187,83,83,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
714,3,189,83,83,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
715,4,191,83,83,confirmed_exefs,mh3g-exefs-armor-table-record-2-3
