model_id,gender,part,model_key,arc_relative_path,mapping_source
51,female,waist,armor-f-pl051-waist,armor-mod/f/pl051/f_wst051.arc,romfs-player-model-inventory
51,female,legs,armor-f-pl051-legs,armor-mod/f/pl051/f_leg051.arc,romfs-player-model-inventory
51,male,head,armor-m-pl051-head,armor-mod/m/pl051/m_helm051.arc,romfs-player-model-inventory
51,male,chest,armor-m-pl051-chest,armor-mod/m/pl051/m_body051.arc,romfs-player-model-inventory
51,male,arms,armor-m-pl051-arms,armor-mod/m/pl051/m_arm051.arc,romfs-player-model-inventory
51,male,waist,armor-m-pl051-waist,armor-mod/m/pl051/m_wst051.arc,romfs-player-model-inventory
51,male,legs,armor-m-pl051-legs,armor-mod/m/pl051/m_leg051.arc,romfs-player-model-inventory
52,female,head,armor-f-pl052-head,armor-mod/f/pl052/f_helm052.arc,romfs-player-model-inventory
52,female,chest,armor-f-pl052-chest,armor-mod/f/pl052/f_body052.arc,romfs-player-model-inventory
52,female,arms,armor-f-pl052-arms,armor-mod/f/pl052/f_arm052.arc,romfs-player-model-inventory
52,female,waist,armor-f-pl052-waist,armor-mod/f/pl052/f_wst052.arc,romfs-player-model-inventory
52,female,legs,armor-f-pl052-legs,armor-mod/f/pl052/f_leg052.arc,romfs-player-model-inventory
52,male,head,armor-m-pl052-head,armor-mod/m/pl052/m_helm052.arc,romfs-player-model-inventory
52,male,chest,armor-m-pl052-chest,armor-mod/m/pl052/m_body052.arc,romfs-player-model-inventory
52,male,arms,armor-m-pl052-arms,armor-mod/m/pl052/m_arm052.arc,romfs-player-model-inventory
52,male,waist,armor-m-pl052-waist,armor-mod/m/pl052/m_wst052.arc,romfs-player-model-inventory
52,male,legs,armor-m-pl052-legs,armor-mod/m/pl052/m_leg052.arc,romfs-player-model-inventory
53,female,head,armor-f-pl053-head,armor-mod/f/pl053/f_helm053.arc,romfs-player-model-inventory
53,female,chest,armor-f-pl053-chest,armor-mod/f/pl053/f_body053.arc,romfs-player-model-inventory
53,female,arms,armor-f-pl053-arms,armor-mod/f/pl053/f_arm053.arc,romfs-player-model-inventory
53,female,waist,armor-f-pl053-waist,armor-mod/f/pl053/f_wst053.arc,romfs-player-model-inventory
53,female,legs,armor-f-pl053-legs,armor-mod/f/pl053/f_leg053.arc,romfs-player-model-inventory
53,male,head,armor-m-pl053-head,armor-mod/m/pl053/m_helm053.arc,romfs-player-model-inventory
53,male,chest,armor-m-pl053-chest,armor-mod/m/pl053/m_body053.arc,romfs-player-model-inventory
53,male,arms,armor-m-pl053-arms,armor-mod/m/pl053/m_arm053.arc,romfs-player-model-inventory
53,male,waist,armor-m-pl053-waist,armor-mod/m/pl053/m_wst053.arc,romfs-player-model-inventory
53,male,legs,armor-m-pl053-legs,armor-mod/m/pl053/m_leg053.arc,romfs-player-model-inventory
54,female,head,armor-f-pl054-head,armor-mod/f/pl054/f_helm054.arc,romfs-player-model-inventory
54,female,chest,armor-f-pl054-chest,armor-mod/f/pl054/f_body054.arc,romfs-player-model-inventory
54,female,arms,armor-f-pl054-arms,armor-mod/f/pl054/f_arm054.arc,romfs-player-model-inventory
54,female,waist,armor-f-pl054-waist,armor-mod/f/pl054/f_wst054.arc,romfs-player-model-inventory
54,female,legs,armor-f-pl054-legs,armor-mod/f/pl054/f_leg054.arc,romfs-player-model-inventory
54,male,head,armor-m-pl054-head,armor-mod/m/pl054/m_helm054.arc,romfs-player-model-inventory
54,male,chest,armor-m-pl054-chest,armor-mod/m/pl054/m_body054.arc,romfs-player-model-inventory
54,male,arms,armor-m-pl054-arms,armor-mod/m/pl054/m_arm054.arc,romfs-player-model-inventory
54,male,waist,armor-m-pl054-waist,armor-mod/m/pl054/m_wst054.arc,romfs-player-model-inventory
54,male,legs,armor-m-pl054-legs,armor-mod/m/pl054/m_leg054.arc,romfs-player-model-inventory
55,female,head,armor-f-pl055-head,armor-mod/f/pl055/f_helm055.arc,romfs-player-model-inventory
55,female,chest,armor-f-pl055-chest,armor-mod/f/pl055/f_body055.arc,romfs-player-model-inventory
55,female,arms,armor-f-pl055-arms,armor-mod/f/pl055/f_arm055.arc,romfs-player-model-inventory
55,female,waist,armor-f-pl055-waist,armor-mod/f/pl055/f_wst055.arc,romfs-player-model-inventory
55,female,legs,armor-f-pl055-legs,armor-mod/f/pl055/f_leg055.arc,romfs-player-model-inventory
55,male,head,armor-m-pl055-head,armor-mod/m/pl055/m_helm055.arc,romfs-player-model-inventory
55,male,chest,armor-m-pl055-chest,armor-mod/m/pl055/m_body055.arc,romfs-player-model-inventory
55,male,arms,armor-m-pl055-arms,armor-mod/m/pl055/m_arm055.arc,romfs-player-model-inventory
55,male,waist,armor-m-pl055-waist,armor-mod/m/pl055/m_wst055.arc,romfs-player-model-inventory
55,male,legs,armor-m-pl055-legs,armor-mod/m/pl055/m_leg055.arc,romfs-player-model-inventory
56,female,head,armor-f-pl056-head,armor-mod/f/pl056/f_helm056.arc,romfs-player-model-inventory
56,female,chest,armor-f-pl056-chest,armor-mod/f/pl056/f_body056.arc,romfs-player-model-inventory
56,female,arms,armor-f-pl056-arms,armor-mod/f/pl056/f_arm056.arc,romfs-player-model-inventory
56,female,waist,armor-f-pl056-waist,armor-mod/f/pl056/f_wst056.arc,romfs-player-model-inventory
56,female,legs,armor-f-pl056-legs,armor-mod/f/pl056/f_leg056.arc,romfs-player-model-inventory
56,male,head,armor-m-pl056-head,armor-mod/m/pl056/m_helm056.arc,romfs-player-model-inventory
56,male,chest,armor-m-pl056-chest,armor-mod/m/pl056/m_body056.arc,romfs-player-model-inventory
56,male,arms,armor-m-pl056-arms,armor-mod/m/pl056/m_arm056.arc,romfs-player-model-inventory
56,male,waist,armor-m-pl056-waist,armor-mod/m/pl056/m_wst056.arc,romfs-player-model-inventory
56,male,legs,armor-m-pl056-legs,armor-mod/m/pl056/m_leg056.arc,romfs-player-model-inventory
57,female,head,armor-f-pl057-head,armor-mod/f/pl057/f_helm057.arc,romfs-player-model-inventory
57,female,chest,armor-f-pl057-chest,armor-mod/f/pl057/f_body057.arc,romfs-player-model-inventory
57,female,arms,armor-f-pl057-arms,armor-mod/f/pl057/f_arm057.arc,romfs-player-model-inventory
57,female,waist,armor-f-pl057-waist,armor-mod/f/pl057/f_wst057.arc,romfs-player-model-inventory
57,female,legs,armor-f-pl057-legs,armor-mod/f/pl057/f_leg057.arc,romfs-player-model-inventory
57,male,head,armor-m-pl057-head,armor-mod/m/pl057/m_helm057.arc,romfs-player-model-inventory
57,male,chest,armor-m-pl057-chest,armor-mod/m/pl057/m_body057.arc,romfs-player-model-inventory
57,male,arms,armor-m-pl057-arms,armor-mod/m/pl057/m_arm057.arc,romfs-player-model-inventory
57,male,waist,armor-m-pl057-waist,armor-mod/m/pl057/m_wst057.arc,romfs-player-model-inventory
57,male,legs,armor-m-pl057-legs,armor-mod/m/pl057/m_leg057.arc,romfs-player-model-inventory
58,female,head,armor-f-pl058-head,armor-mod/f/pl058/f_helm058.arc,romfs-player-model-inventory
58,female,chest,armor-f-pl058-chest,armor-mod/f/pl058/f_body058.arc,romfs-player-model-inventory
58,female,arms,armor-f-pl058-arms,armor-mod/f/pl058/f_arm058.arc,romfs-player-model-inventory
58,female,waist,armor-f-pl058-waist,armor-mod/f/pl058/f_wst058.arc,romfs-player-model-inventory
58,female,legs,armor-f-pl058-legs,armor-mod/f/pl058/f_leg058.arc,romfs-player-model-inventory
58,male,head,armor-m-pl058-head,armor-mod/m/pl058/m_helm058.arc,romfs-player-model-inventory
58,male,chest,armor-m-pl058-chest,armor-mod/m/pl058/m_body058.arc,romfs-player-model-inventory
58,male,arms,armor-m-pl058-arms,armor-mod/m/pl058/m_arm058.arc,romfs-player-model-inventory
58,male,waist,armor-m-pl058-waist,armor-mod/m/pl058/m_wst058.arc,romfs-player-model-inventory
58,male,legs,armor-m-pl058-legs,armor-mod/m/pl058/m_leg058.arc,romfs-player-model-inventory
59,female,head,armor-f-pl059-head,armor-mod/f/pl059/f_helm059.arc,romfs-player-model-inventory
59,female,chest,armor-f-pl059-chest,armor-mod/f/pl059/f_body059.arc,romfs-player-model-inventory
59,female,arms,armor-f-pl059-arms,armor-mod/f/pl059/f_arm059.arc,romfs-player-model-inventory
59,female,waist,armor-f-pl059-waist,armor-mod/f/pl059/f_wst059.arc,romfs-player-model-inventory
59,female,legs,armor-f-pl059-legs,armor-mod/f/pl059/f_leg059.arc,romfs-player-model-inventory
59,male,head,armor-m-pl059-head,armor-mod/m/pl059/m_helm059.arc,romfs-player-model-inventory
59,male,chest,armor-m-pl059-chest,armor-mod/m/pl059/m_body059.arc,romfs-player-model-inventory
59,male,arms,armor-m-pl059-arms,armor-mod/m/pl059/m_arm059.arc,romfs-player-model-inventory
59,male,waist,armor-m-pl059-waist,armor-mod/m/pl059/m_wst059.arc,romfs-player-model-inventory
59,male,legs,armor-m-pl059-legs,armor-mod/m/pl059/m_leg059.arc,romfs-player-model-inventory
60,female,chest,armor-f-pl060-chest,armor-mod/f/pl060/f_body060.arc,romfs-player-model-inventory
60,female,arms,armor-f-pl060-arms,armor-mod/f/pl060/f_arm060.arc,romfs-player-model-inventory
60,female,legs,armor-f-pl060-legs,armor-mod/f/pl060/f_leg060.arc,romfs-player-model-inventory
60,male,chest,armor-m-pl060-chest,armor-mod/m/pl060/m_body060.arc,romfs-player-model-inventory
60,male,arms,armor-m-pl060-arms,armor-mod/m/pl060/m_arm060.arc,romfs-player-model-inventory
60,male,legs,armor-m-pl060-legs,armor-mod/m/pl060/m_leg060.arc,romfs-player-model-inventory
61,female,chest,armor-f-pl061-chest,armor-mod/f/pl061/f_body061.arc,romfs-player-model-inventory
61,female,arms,armor-f-pl061-arms,armor-mod/f/pl061/f_arm061.arc,romfs-player-model-inventory
61,female,legs,armor-f-pl061-legs,armor-mod/f/pl061/f_leg061.arc,romfs-player-model-inventory
61,male,chest,armor-m-pl061-chest,armor-mod/m/pl061/m_body061.arc,romfs-player-model-inventory
61,male,arms,armor-m-pl061-arms,armor-mod/m/pl061/m_arm061.arc,romfs-player-model-inventory
61,male,legs,armor-m-pl061-legs,armor-mod/m/pl061/m_leg061.arc,romfs-player-model-inventory
62,female,chest,armor-f-pl062-chest,armor-mod/f/pl062/f_body062.arc,romfs-player-model-inventory
62,female,arms,armor-f-pl062-arms,armor-mod/f/pl062/f_arm062.arc,romfs-player-model-inventory
62,female,legs,armor-f-pl062-legs,armor-mod/f/pl062/f_leg062.arc,romfs-player-model-inventory
62,male,chest,armor-m-pl062-chest,armor-mod/m/pl062/m_body062.arc,romfs-player-model-inventory
62,male,arms,armor-m-pl062-arms,armor-mod/m/pl062/m_arm062.arc,romfs-player-model-inventory
62,male,legs,armor-m-pl062-legs,armor-mod/m/pl062/m_leg062.arc,romfs-player-model-inventory
63,female,chest,armor-f-pl063-chest,armor-mod/f/pl063/f_body063.arc,romfs-player-model-inventory
63,female,arms,armor-f-pl063-arms,armor-mod/f/pl063/f_arm063.arc,romfs-player-model-inventory
63,female,legs,armor-f-pl063-legs,armor-mod/f/pl063/f_leg063.arc,romfs-player-model-inventory
63,male,chest,armor-m-pl063-chest,armor-mod/m/pl063/m_body063.arc,romfs-player-model-inventory
63,male,arms,armor-m-pl063-arms,armor-mod/m/pl063/m_arm063.arc,romfs-player-model-inventory
63,male,legs,armor-m-pl063-legs,armor-mod/m/pl063/m_leg063.arc,romfs-player-model-inventory
64,female,chest,armor-f-pl064-chest,armor-mod/f/pl064/f_body064.arc,romfs-player-model-inventory
64,male,chest,armor-m-pl064-chest,armor-mod/m/pl064/m_body064.arc,romfs-player-model-inventory
65,female,chest,armor-f-pl065-chest,armor-mod/f/pl065/f_body065.arc,romfs-player-model-inventory
65,male,chest,armor-m-pl065-chest,armor-mod/m/pl065/m_body065.arc,romfs-player-model-inventory
66,female,head,armor-f-pl066-head,armor-mod/f/pl066/f_helm066.arc,romfs-player-model-inventory
66,male,head,armor-m-pl066-head,armor-mod/m/pl066/m_helm066.arc,romfs-player-model-inventory
67,female,head,armor-f-pl067-head,armor-mod/f/pl067/f_helm067.arc,romfs-player-model-inventory
67,male,head,armor-m-pl067-head,armor-mod/m/pl067/m_helm067.arc,romfs-player-model-inventory
68,female,head,armor-f-pl068-head,armor-mod/f/pl068/f_helm068.arc,romfs-player-model-inventory
68,female,chest,armor-f-pl068-chest,armor-mod/f/pl068/f_body068.arc,romfs-player-model-inventory
68,female,arms,armor-f-pl068-arms,armor-mod/f/pl068/f_arm068.arc,romfs-player-model-inventory
68,female,legs,armor-f-pl068-legs,armor-mod/f/pl068/f_leg068.arc,romfs-player-model-inventory
68,male,head,armor-m-pl068-head,armor-mod/m/pl068/m_helm068.arc,romfs-player-model-inventory
68,male,chest,armor-m-pl068-chest,armor-mod/m/pl068/m_body068.arc,romfs-player-model-inventory
68,male,arms,armor-m-pl068-arms,armor-mod/m/pl068/m_arm068.arc,romfs-player-model-inventory
68,male,legs,armor-m-pl068-legs,armor-mod/m/pl068/m_leg068.arc,romfs-player-model-inventory
69,female,head,armor-f-pl069-head,armor-mod/f/pl069/f_helm069.arc,romfs-player-model-inventory
69,female,chest,armor-f-pl069-chest,armor-mod/f/pl069/f_body069.arc,romfs-player-model-inventory
69,female,arms,armor-f-pl069-arms,armor-mod/f/pl069/f_arm069.arc,romfs-player-model-inventory
69,female,legs,armor-f-pl069-legs,armor-mod/f/pl069/f_leg069.arc,romfs-player-model-inventory
69,male,head,armor-m-pl069-head,armor-mod/m/pl069/m_helm069.arc,romfs-player-model-inventory
69,male,chest,armor-m-pl069-chest,armor-mod/m/pl069/m_body069.arc,romfs-player-model-inventory
69,male,arms,armor-m-pl069-arms,armor-mod/m/pl069/m_arm069.arc,romfs-player-model-inventory
69,male,legs,armor-m-pl069-legs,armor-mod/m/pl069/m_leg069.arc,romfs-player-model-inventory
70,female,head,armor-f-pl070-head,armor-mod/f/pl070/f_helm070.arc,romfs-player-model-inventory
70,female,chest,armor-f-pl070-chest,armor-mod/f/pl070/f_body070.arc,romfs-player-model-inventory
70,female,arms,armor-f-pl070-arms,armor-mod/f/pl070/f_arm070.arc,romfs-player-model-inventory
70,female,waist,armor-f-pl070-waist,armor-mod/f/pl070/f_wst070.arc,romfs-player-model-inventory
70,female,legs,armor-f-pl070-legs,armor-mod/f/pl070/f_leg070.arc,romfs-player-model-inventory
70,male,head,armor-m-pl070-head,armor-mod/m/pl070/m_helm070.arc,romfs-player-model-inventory
70,male,chest,armor-m-pl070-chest,armor-mod/m/pl070/m_body070.arc,romfs-player-model-inventory
70,male,arms,armor-m-pl070-arms,armor-mod/m/pl070/m_arm070.arc,romfs-player-model-inventory
70,male,waist,armor-m-pl070-waist,armor-mod/m/pl070/m_wst070.arc,romfs-player-model-inventory
70,male,legs,armor-m-pl070-legs,armor-mod/m/pl070/m_leg070.arc,romfs-player-model-inventory
71,female,head,armor-f-pl071-head,armor-mod/f/pl071/f_helm071.arc,romfs-player-model-inventory
71,female,chest,armor-f-pl071-chest,armor-mod/f/pl071/f_body071.arc,romfs-player-model-inventory
71,female,arms,armor-f-pl071-arms,armor-mod/f/pl071/f_arm071.arc,romfs-player-model-inventory
71,female,waist,armor-f-pl071-waist,armor-mod/f/pl071/f_wst071.arc,romfs-player-model-inventory
71,female,legs,armor-f-pl071-legs,armor-mod/f/pl071/f_leg071.arc,romfs-player-model-inventory
71,male,head,armor-m-pl071-head,armor-mod/m/pl071/m_helm071.arc,romfs-player-model-inventory
71,male,chest,armor-m-pl071-chest,armor-mod/m/pl071/m_body071.arc,romfs-player-model-inventory
71,male,arms,armor-m-pl071-arms,armor-mod/m/pl071/m_arm071.arc,romfs-player-model-inventory
71,male,waist,armor-m-pl071-waist,armor-mod/m/pl071/m_wst071.arc,romfs-player-model-inventory
71,male,legs,armor-m-pl071-legs,armor-mod/m/pl071/m_leg071.arc,romfs-player-model-inventory
72,female,head,armor-f-pl072-head,armor-mod/f/pl072/f_helm072.arc,romfs-player-model-inventory
72,female,chest,armor-f-pl072-chest,armor-mod/f/pl072/f_body072.arc,romfs-player-model-inventory
72,female,arms,armor-f-pl072-arms,armor-mod/f/pl072/f_arm072.arc,romfs-player-model-inventory
72,female,waist,armor-f-pl072-waist,armor-mod/f/pl072/f_wst072.arc,romfs-player-model-inventory
72,female,legs,armor-f-pl072-legs,armor-mod/f/pl072/f_leg072.arc,romfs-player-model-inventory
72,male,head,armor-m-pl072-head,armor-mod/m/pl072/m_helm072.arc,romfs-player-model-inventory
72,male,chest,armor-m-pl072-chest,armor-mod/m/pl072/m_body072.arc,romfs-player-model-inventory
72,male,arms,armor-m-pl072-arms,armor-mod/m/pl072/m_arm072.arc,romfs-player-model-inventory
72,male,waist,armor-m-pl072-waist,armor-mod/m/pl072/m_wst072.arc,romfs-player-model-inventory
72,male,legs,armor-m-pl072-legs,armor-mod/m/pl072/m_leg072.arc,romfs-player-model-inventory
73,female,head,armor-f-pl073-head,armor-mod/f/pl073/f_helm073.arc,romfs-player-model-inventory
73,female,chest,armor-f-pl073-chest,armor-mod/f/pl073/f_body073.arc,romfs-player-model-inventory
73,female,arms,armor-f-pl073-arms,armor-mod/f/pl073/f_arm073.arc,romfs-player-model-inventory
73,female,waist,armor-f-pl073-waist,armor-mod/f/pl073/f_wst073.arc,romfs-player-model-inventory
73,female,legs,armor-f-pl073-legs,armor-mod/f/pl073/f_leg073.arc,romfs-player-model-inventory
73,male,head,armor-m-pl073-head,armor-mod/m/pl073/m_helm073.arc,romfs-player-model-inventory
73,male,chest,armor-m-pl073-chest,armor-mod/m/pl073/m_body073.arc,romfs-player-model-inventory
73,male,arms,armor-m-pl073-arms,armor-mod/m/pl073/m_arm073.arc,romfs-player-model-inventory
73,male,waist,armor-m-pl073-waist,armor-mod/m/pl073/m_wst073.arc,romfs-player-model-inventory
73,male,legs,armor-m-pl073-legs,armor-mod/m/pl073/m_leg073.arc,romfs-player-model-inventory
74,female,head,armor-f-pl074-head,armor-mod/f/pl074/f_helm074.arc,romfs-player-model-inventory
74,female,chest,armor-f-pl074-chest,armor-mod/f/pl074/f_body074.arc,romfs-player-model-inventory
74,female,arms,armor-f-pl074-arms,armor-mod/f/pl074/f_arm074.arc,romfs-player-model-inventory
74,female,waist,armor-f-pl074-waist,armor-mod/f/pl074/f_wst074.arc,romfs-player-model-inventory
74,female,legs,armor-f-pl074-legs,armor-mod/f/pl074/f_leg074.arc,romfs-player-model-inventory
74,male,head,armor-m-pl074-head,armor-mod/m/pl074/m_helm074.arc,romfs-player-model-inventory
74,male,chest,armor-m-pl074-chest,armor-mod/m/pl074/m_body074.arc,romfs-player-model-inventory
74,male,arms,armor-m-pl074-arms,armor-mod/m/pl074/m_arm074.arc,romfs-player-model-inventory
74,male,waist,armor-m-pl074-waist,armor-mod/m/pl074/m_wst074.arc,romfs-player-model-inventory
74,male,legs,armor-m-pl074-legs,armor-mod/m/pl074/m_leg074.arc,romfs-player-model-inventory
75,female,head,armor-f-pl075-head,armor-mod/f/pl075/f_helm075.arc,romfs-player-model-inventory
75,female,chest,armor-f-pl075-chest,armor-mod/f/pl075/f_body075.arc,romfs-player-model-inventory
75,female,arms,armor-f-pl075-arms,armor-mod/f/pl075/f_arm075.arc,romfs-player-model-inventory
75,female,waist,armor-f-pl075-waist,armor-mod/f/pl075/f_wst075.arc,romfs-player-model-inventory
75,female,legs,armor-f-pl075-legs,armor-mod/f/pl075/f_leg075.arc,romfs-player-model-inventory
75,male,head,armor-m-pl075-head,armor-mod/m/pl075/m_helm075.arc,romfs-player-model-inventory
75,male,chest,armor-m-pl075-chest,armor-mod/m/pl075/m_body075.arc,romfs-player-model-inventory
75,male,arms,armor-m-pl075-arms,armor-mod/m/pl075/m_arm075.arc,romfs-player-model-inventory
75,male,waist,armor-m-pl075-waist,armor-mod/m/pl075/m_wst075.arc,romfs-player-model-inventory
75,male,legs,armor-m-pl075-legs,armor-mod/m/pl075/m_leg075.arc,romfs-player-model-inventory
76,female,head,armor-f-pl076-head,armor-mod/f/pl076/f_helm076.arc,romfs-player-model-inventory
76,female,chest,armor-f-pl076-chest,armor-mod/f/pl076/f_body076.arc,romfs-player-model-inventory
76,female,arms,armor-f-pl076-arms,armor-mod/f/pl076/f_arm076.arc,romfs-player-model-inventory
76,female,waist,armor-f-pl076-waist,armor-mod/f/pl076/f_wst076.arc,romfs-player-model-inventory
76,female,legs,armor-f-pl076-legs,armor-mod/f/pl076/f_leg076.arc,romfs-player-model-inventory
76,male,head,armor-m-pl076-head,armor-mod/m/pl076/m_helm076.arc,romfs-player-model-inventory
76,male,chest,armor-m-pl076-chest,armor-mod/m/pl076/m_body076.arc,romfs-player-model-inventory
76,male,arms,armor-m-pl076-arms,armor-mod/m/pl076/m_arm076.arc,romfs-player-model-inventory
76,male,waist,armor-m-pl076-waist,armor-mod/m/pl076/m_wst076.arc,romfs-player-model-inventory
76,male,legs,armor-m-pl076-legs,armor-mod/m/pl076/m_leg076.arc,romfs-player-model-inventory
77,female,head,armor-f-pl077-head,armor-mod/f/pl077/f_helm077.arc,romfs-player-model-inventory
77,female,chest,armor-f-pl077-chest,armor-mod/f/pl077/f_body077.arc,romfs-player-model-inventory
77,female,arms,armor-f-pl077-arms,armor-mod/f/pl077/f_arm077.arc,romfs-player-model-inventory
77,female,waist,armor-f-pl077-waist,armor-mod/f/pl077/f_wst077.arc,romfs-player-model-inventory
77,female,legs,armor-f-pl077-legs,armor-mod/f/pl077/f_leg077.arc,romfs-player-model-inventory
77,male,head,armor-m-pl077-head,armor-mod/m/pl077/m_helm077.arc,romfs-player-model-inventory
77,male,chest,armor-m-pl077-chest,armor-mod/m/pl077/m_body077.arc,romfs-player-model-inventory
77,male,arms,armor-m-pl077-arms,armor-mod/m/pl077/m_arm077.arc,romfs-player-model-inventory
77,male,waist,armor-m-pl077-waist,armor-mod/m/pl077/m_wst077.arc,romfs-player-model-inventory
77,male,legs,armor-m-pl077-legs,armor-mod/m/pl077/m_leg077.arc,romfs-player-model-inventory
78,female,head,armor-f-pl078-head,armor-mod/f/pl078/f_helm078.arc,romfs-player-model-inventory
78,female,chest,armor-f-pl078-chest,armor-mod/f/pl078/f_body078.arc,romfs-player-model-inventory
78,female,arms,armor-f-pl078-arms,armor-mod/f/pl078/f_arm078.arc,romfs-player-model-inventory
78,female,waist,armor-f-pl078-waist,armor-mod/f/pl078/f_wst078.arc,romfs-player-model-inventory
78,female,legs,armor-f-pl078-legs,armor-mod/f/pl078/f_leg078.arc,romfs-player-model-inventory
78,male,head,armor-m-pl078-head,armor-mod/m/pl078/m_helm078.arc,romfs-player-model-inventory
78,male,chest,armor-m-pl078-chest,armor-mod/m/pl078/m_body078.arc,romfs-player-model-inventory
78,male,arms,armor-m-pl078-arms,armor-mod/m/pl078/m_arm078.arc,romfs-player-model-inventory
78,male,waist,armor-m-pl078-waist,armor-mod/m/pl078/m_wst078.arc,romfs-player-model-inventory
78,male,legs,armor-m-pl078-legs,armor-mod/m/pl078/m_leg078.arc,romfs-player-model-inventory
79,female,head,armor-f-pl079-head,armor-mod/f/pl079/f_helm079.arc,romfs-player-model-inventory
79,male,head,armor-m-pl079-head,armor-mod/m/pl079/m_helm079.arc,romfs-player-model-inventory
80,female,head,armor-f-pl080-head,armor-mod/f/pl080/f_helm080.arc,romfs-player-model-inventory
80,male,head,armor-m-pl080-head,armor-mod/m/pl080/m_helm080.arc,romfs-player-model-inventory
81,female,head,armor-f-pl081-head,armor-mod/f/pl081/f_helm081.arc,romfs-player-model-inventory
81,female,chest,armor-f-pl081-chest,armor-mod/f/pl081/f_body081.arc,romfs-player-model-inventory
81,male,head,armor-m-pl081-head,armor-mod/m/pl081/m_helm081.arc,romfs-player-model-inventory
81,male,chest,armor-m-pl081-chest,armor-mod/m/pl081/m_body081.arc,romfs-player-model-inventory
82,female,head,armor-f-pl082-head,armor-mod/f/pl082/f_helm082.arc,romfs-player-model-inventory
82,female,chest,armor-f-pl082-chest,armor-mod/f/pl082/f_body082.arc,romfs-player-model-inventory
82,female,arms,armor-f-pl082-arms,armor-mod/f/pl082/f_arm082.arc,romfs-player-model-inventory
82,female,waist,armor-f-pl082-waist,armor-mod/f/pl082/f_wst082.arc,romfs-player-model-inventory
82,female,legs,armor-f-pl082-legs,armor-mod/f/pl082/f_leg082.arc,romfs-player-model-inventory
82,male,head,armor-m-pl082-head,armor-mod/m/pl082/m_helm082.arc,romfs-player-model-inventory
82,male,chest,armor-m-pl082-chest,armor-mod/m/pl082/m_body082.arc,romfs-player-model-inventory
82,male,arms,armor-m-pl082-arms,armor-mod/m/pl082/m_arm082.arc,romfs-player-model-inventory
82,male,waist,armor-m-pl082-waist,armor-mod/m/pl082/m_wst082.arc,romfs-player-model-inventory
82,male,legs,armor-m-pl082-legs,armor-mod/m/pl082/m_leg082.arc,romfs-player-model-inventory
83,female,head,armor-f-pl083-head,armor-mod/f/pl083/f_helm083.arc,romfs-player-model-inventory
83,female,chest,armor-f-pl083-chest,armor-mod/f/pl083/f_body083.arc,romfs-player-model-inventory
83,female,arms,armor-f-pl083-arms,armor-mod/f/pl083/f_arm083.arc,romfs-player-model-inventory
83,female,waist,armor-f-pl083-waist,armor-mod/f/pl083/f_wst083.arc,romfs-player-model-inventory
83,female,legs,armor-f-pl083-legs,armor-mod/f/pl083/f_leg083.arc,romfs-player-model-inventory
83,male,head,armor-m-pl083-head,armor-mod/m/pl083/m_helm083.arc,romfs-player-model-inventory
83,male,chest,armor-m-pl083-chest,armor-mod/m/pl083/m_body083.arc,romfs-player-model-inventory
83,male,arms,armor-m-pl083-arms,armor-mod/m/pl083/m_arm083.arc,romfs-player-model-inventory
83,male,waist,armor-m-pl083-waist,armor-mod/m/pl083/m_wst083.arc,romfs-player-model-inventory
83,male,legs,armor-m-pl083-legs,armor-mod/m/pl083/m_leg083.arc,romfs-player-model-inventory
84,female,head,armor-f-pl084-head,armor-mod/f/pl084/f_helm084.arc,romfs-player-model-inventory
84,female,chest,armor-f-pl084-chest,armor-mod/f/pl084/f_body084.arc,romfs-player-model-inventory
84,female,arms,armor-f-pl084-arms,armor-mod/f/pl084/f_arm084.arc,romfs-player-model-inventory
84,female,waist,armor-f-pl084-waist,armor-mod/f/pl084/f_wst084.arc,romfs-player-model-inventory
84,female,legs,armor-f-pl084-legs,armor-mod/f/pl084/f_leg084.arc,romfs-player-model-inventory
84,male,head,armor-m-pl084-head,armor-mod/m/pl084/m_helm084.arc,romfs-player-model-inventory
84,male,chest,armor-m-pl084-chest,armor-mod/m/pl084/m_body084.arc,romfs-player-model-inventory
84,male,arms,armor-m-pl084-arms,armor-mod/m/pl084/m_arm084.arc,romfs-player-model-inventory
84,male,waist,armor-m-pl084-waist,armor-mod/m/pl084/m_wst084.arc,romfs-player-model-inventory
84,male,legs,armor-m-pl084-legs,armor-mod/m/pl084/m_leg084.arc,romfs-player-model-inventory
85,female,head,armor-f-pl085-head,armor-mod/f/pl085/f_helm085.arc,romfs-player-model-inventory
85,female,chest,armor-f-pl085-chest,armor-mod/f/pl085/f_body085.arc,romfs-player-model-inventory
85,female,arms,armor-f-pl085-arms,armor-mod/f/pl085/f_arm085.arc,romfs-player-model-inventory
85,female,waist,armor-f-pl085-waist,armor-mod/f/pl085/f_wst085.arc,romfs-player-model-inventory
85,female,legs,armor-f-pl085-legs,armor-mod/f/pl085/f_leg085.arc,romfs-player-model-inventory
85,male,head,armor-m-pl085-head,armor-mod/m/pl085/m_helm085.arc,romfs-player-model-inventory
85,male,chest,armor-m-pl085-chest,armor-mod/m/pl085/m_body085.arc,romfs-player-model-inventory
85,male,arms,armor-m-pl085-arms,armor-mod/m/pl085/m_arm085.arc,romfs-player-model-inventory
85,male,waist,armor-m-pl085-waist,armor-mod/m/pl085/m_wst085.arc,romfs-player-model-inventory
