set_id,rank,combat,model_id,name_cn,name_en,display_order,review_status,source,notes
as-1488-gunner,g,gunner,186,狱狼龙Ｚ,Zinogre Z,301,candidate,generated-seed,
as-1493-blade,g,blade,92,远古龙Ｘ,Dober X,302,candidate,generated-seed,
as-1498-gunner,g,gunner,93,远古龙Ｘ,Dober X,303,candidate,generated-seed,
as-1503-blade,g,blade,100,大马士革Ｘ,Damascus X,304,candidate,generated-seed,
as-1508-gunner,g,gunner,101,大马士革Ｘ,Damascus X,305,candidate,generated-seed,
as-1513-blade,g,blade,187,恐暴龙Ｘ,Vangis X,306,candidate,generated-seed,
as-1518-gunner,g,gunner,188,恐暴龙Ｘ,Vangis X,307,candidate,generated-seed,
as-1523-blade,g,blade,189,月光【带】,Lambent Sash,308,candidate,generated-seed,
as-1528-gunner,g,gunner,190,白影【带】,Silhouette Sash,309,candidate,generated-seed,
as-1533-blade,g,blade,191,银火龙,Silver Solcoil,310,candidate,generated-seed,
as-1538-gunner,g,gunner,192,银火龙,Silver Solcap,311,candidate,generated-seed,
as-1543-blade,g,blade,193,金火龙,Golden Lunecoil,312,candidate,generated-seed,
as-1548-gunner,g,gunner,194,金火龙,Golden Lunecap,313,candidate,generated-seed,
as-1553-blade,g,blade,195,大和・真【兜】,Grand Hyuga Kote,314,candidate,generated-seed,
as-1558-gunner,g,gunner,196,天城・真【袴】,Grand Amagi Kote,315,candidate,generated-seed,
as-1573-blade,g,blade,197,大和・极【兜】,Hyuga Kote Prime,316,candidate,generated-seed,
as-1578-gunner,g,gunner,198,天城・极【袴】,Amagi Kote Prime,317,candidate,generated-seed,
as-1593-blade,g,blade,199,冥海龙,Nether,318,candidate,generated-seed,
as-1598-gunner,g,gunner,200,冥海龙,Nether,319,candidate,generated-seed,
as-1603-blade,g,blade,201,炼黑龙之,Miralis Barbs,320,candidate,generated-seed,
as-1608-gunner,g,gunner,202,炼黑龙之,Miralis,321,candidate,generated-seed,
as-1613-blade,g,blade,203,煌黑龙之腕Ｘ,Escadora Arms X,322,candidate,generated-seed,
as-1618-gunner,g,gunner,204,煌黑龙之Ｘ,Escadora Arma X,323,candidate,generated-seed,
as-1623-both,special,both,205,Giroro,[JP] Corp. Giroro,324,candidate,generated-seed,generated-review-required
as-1624-blade,g,blade,206,船长Ｊ,[JP] Captain Hat J,325,candidate,generated-seed,generated-review-required
as-1629-gunner,g,gunner,206,船长Ｊ,[JP] Captain Vest J,326,candidate,generated-seed,generated-review-required
as-1634-blade,g,blade,207,蓝星,[JP] Blue Star,327,candidate,generated-seed,generated-review-required
as-1639-gunner,g,gunner,207,蓝星,[JP] Blue Star,328,candidate,generated-seed,generated-review-required
as-1644-blade,special,blade,208,训练兵团,[JP] Training Corps,329,candidate,generated-seed,generated-review-required
as-1647-gunner,special,gunner,208,训练兵团,[JP] Training Corps,330,candidate,generated-seed,generated-review-required
